country,customer_ID,invoice_number,invoice_date,due_date,invoice_amount_usd,disputed,dispute_lost,settled_date,days_to_settle,days_late
United States,3831-FXWYK,6120905901,01/09/2020,01/10/2020,7839,0,0,27/09/2020,26,0
United States,0465-DTULQ,6128855877,25/11/2021,25/12/2021,7236,0,0,23/12/2021,28,0
Spain,1168-BEASA,6133129097,22/04/2021,22/05/2021,5207,0,0,15/05/2021,23,0
China,3569-VJWXS,6140117683,31/08/2021,30/09/2021,6026,0,0,17/09/2021,17,0
France,8976-AMJEO,6140327615,08/07/2020,07/08/2020,5459,0,0,26/07/2020,18,0
United States,2447-JCFGW,6149070076,29/05/2020,28/06/2020,5096,0,0,24/06/2020,26,0
Russia,5875-VZQCZ,6151783720,04/11/2021,04/12/2021,6217,1,0,07/12/2021,33,3
France,3448-OWJOT,9398281591,23/02/2021,25/03/2021,5931,1,0,28/03/2021,33,3
China,0379-NEVHP,6164052759,10/09/2020,10/10/2020,7297,0,0,28/09/2020,18,0
France,4651-PMEXQ,6166200189,13/06/2021,13/07/2021,7876,0,0,30/06/2021,17,0
Spain,9286-VLKMI,6170784196,07/12/2020,06/01/2021,6039,0,0,16/12/2020,9,0
China,5196-TWQXF,6172286856,09/04/2020,09/05/2020,3011,0,0,14/05/2020,35,5
China,2125-HJDLA,6178537152,13/11/2021,13/12/2021,8268,1,0,03/01/2022,51,21
China,0709-LZRJV,6179146246,28/11/2021,28/12/2021,3282,0,0,26/12/2021,28,0
United States,6831-FIODB,6180284302,30/01/2021,01/03/2021,3090,0,0,06/03/2021,35,5
France,4651-PMEXQ,6191014036,02/09/2021,02/10/2021,6987,0,0,01/10/2021,29,0
Spain,9883-SDWFS,6195238206,28/09/2020,28/10/2020,1405,0,0,01/11/2020,34,4
Spain,3676-CQAIF,6197031775,27/09/2020,27/10/2020,6321,0,0,10/11/2020,44,14
France,4092-ZAVRG,291694356,27/02/2021,29/03/2021,6965,1,0,11/03/2021,12,0
United States,3831-FXWYK,6211621442,03/03/2020,02/04/2020,11701,0,0,20/04/2020,48,18
China,6632-CGYHU,6215256535,04/07/2021,03/08/2021,11444,0,0,15/07/2021,11,0
China,6160-HCSFI,6216182013,22/08/2020,21/09/2020,7486,0,0,08/09/2020,17,0
Russia,7695-NKUXM,6217512898,30/08/2020,29/09/2020,4552,1,0,27/09/2020,28,0
Spain,8690-EEBEO,6219456346,16/05/2020,15/06/2020,7126,0,0,07/07/2020,52,22
Russia,2824-HJQPP,6222252019,19/03/2020,18/04/2020,5079,0,0,06/04/2020,18,0
Russia,5924-UOPGH,6224002160,30/01/2020,29/02/2020,7210,0,0,23/02/2020,24,0
China,2676-DZINU,6225729341,20/07/2020,19/08/2020,5389,0,0,13/08/2020,24,0
France,9117-LYRCE,6235560565,04/10/2021,03/11/2021,5973,1,0,28/10/2021,24,0
Russia,5613-UHVMG,6238372501,01/11/2020,01/12/2020,7403,0,0,09/12/2020,38,8
Russia,7946-HJDUR,6242434931,29/05/2021,28/06/2021,4008,0,0,18/06/2021,20,0
United States,6831-FIODB,6247830671,22/12/2020,21/01/2021,6367,0,0,19/01/2021,28,0
Spain,3676-CQAIF,6248246137,03/05/2020,02/06/2020,5684,0,0,08/06/2020,36,6
China,5529-TBPGK,6248446618,09/12/2020,08/01/2021,4983,0,0,12/01/2021,34,4
France,9771-QTLGZ,5508245592,28/02/2021,30/03/2021,4887,1,1,09/03/2021,9,0
Spain,9250-VHLWY,6254234391,20/11/2020,20/12/2020,6416,0,0,08/12/2020,18,0
Spain,0688-XNJRO,6254565489,15/11/2021,15/12/2021,5604,0,0,05/01/2022,51,21
Spain,8942-ERSWK,6256102305,22/07/2021,21/08/2021,1400,0,0,27/07/2021,5,0
France,8389-TCXFQ,3086321519,01/03/2021,31/03/2021,5338,1,0,13/04/2021,43,13
France,9117-LYRCE,3090463749,01/03/2021,31/03/2021,5869,1,1,30/04/2021,60,30
France,9758-AIEIK,6268305498,18/01/2021,17/02/2021,8530,0,0,07/02/2021,20,0
France,6833-ETVHD,6268716975,22/08/2020,21/09/2020,4458,0,0,11/09/2020,20,0
France,5284-DJOZO,6272696799,31/07/2020,30/08/2020,5038,0,0,10/08/2020,10,0
United States,0625-TNJFG,6273031192,22/02/2021,24/03/2021,5764,0,0,28/03/2021,34,4
China,7329-TWKLF,6273968942,25/02/2020,26/03/2020,9211,0,0,22/03/2020,26,0
China,5196-TWQXF,6274787669,24/08/2020,23/09/2020,6954,0,0,23/09/2020,30,0
China,0187-ERLSR,6279951505,25/11/2021,25/12/2021,6557,1,0,12/12/2021,17,0
United States,7856-ODQFO,6287088969,08/03/2021,07/04/2021,6167,0,0,31/03/2021,23,0
China,9841-XLGBV,6288520521,31/03/2020,30/04/2020,4443,0,0,24/04/2020,24,0
Spain,7654-DOLHO,6288740790,11/03/2020,10/04/2020,2305,0,0,16/04/2020,36,6
United States,7856-ODQFO,6292573032,16/04/2021,16/05/2021,6114,1,0,21/05/2021,35,5
China,2676-DZINU,6299892020,24/09/2021,24/10/2021,7666,0,0,11/10/2021,17,0
United States,0625-TNJFG,6301784259,24/08/2020,23/09/2020,4218,0,0,13/09/2020,20,0
United States,2687-XWAMA,6303890920,23/11/2021,23/12/2021,4478,1,0,15/12/2021,22,0
China,2423-QOKIO,6309336631,10/09/2021,10/10/2021,7653,0,0,25/09/2021,15,0
United States,2687-XWAMA,6310497928,30/04/2020,30/05/2020,5973,0,0,14/05/2020,14,0
China,2820-XGXSB,6312340515,05/01/2021,04/02/2021,6850,0,0,08/01/2021,3,0
France,2621-XCLEH,6837368660,01/03/2021,31/03/2021,5896,1,0,25/04/2021,55,25
United States,0625-TNJFG,6326625438,24/01/2021,23/02/2021,6575,0,0,16/02/2021,23,0
Russia,5875-VZQCZ,6332346154,18/03/2020,17/04/2020,6381,0,0,07/04/2020,20,0
United States,3993-QUNVJ,6332637140,17/09/2021,17/10/2021,5809,0,0,24/09/2021,7,0
Spain,8942-ERSWK,6342800937,29/11/2021,29/12/2021,2235,0,0,03/12/2021,4,0
China,7841-HROAQ,6345328269,10/06/2021,10/07/2021,6895,0,0,08/07/2021,28,0
France,9725-EZTEJ,8953168938,02/03/2021,01/04/2021,7752,1,0,28/03/2021,26,0
China,9212-BTDMX,6354957025,02/10/2020,01/11/2020,5733,0,0,19/10/2020,17,0
France,6048-QPZCF,6672426133,04/03/2021,03/04/2021,9868,1,0,26/03/2021,22,0
United States,3831-FXWYK,6369718990,08/03/2021,07/04/2021,5546,0,0,13/04/2021,36,6
Spain,1168-BEASA,6375941605,16/08/2021,15/09/2021,5241,0,0,11/09/2021,26,0
United States,9149-MATVB,6381931555,30/11/2021,30/12/2021,4859,0,0,20/12/2021,20,0
France,7245-CKNCN,6391230941,07/02/2020,08/03/2020,7519,0,0,06/03/2020,28,0
France,5164-VMYWJ,6393629835,03/01/2020,02/02/2020,7133,0,0,30/01/2020,27,0
Spain,7372-CESLR,6393700803,09/11/2021,09/12/2021,4094,0,0,30/11/2021,21,0
United States,3831-FXWYK,6394171039,29/11/2020,29/12/2020,5030,0,0,26/12/2020,27,0
Spain,6296-UKEUZ,6402352996,07/06/2020,07/07/2020,1540,0,0,13/06/2020,6,0
China,9174-IYKOC,6409983012,09/03/2020,08/04/2020,8425,0,0,09/04/2020,31,1
France,8389-TCXFQ,3154502347,10/03/2021,09/04/2021,3702,1,0,05/04/2021,26,0
China,5920-DPXLN,6425569284,10/05/2020,09/06/2020,3536,0,0,10/06/2020,31,1
Russia,9181-HEKGV,6428663736,29/08/2020,28/09/2020,7447,1,0,10/10/2020,42,12
France,3448-OWJOT,2369731348,26/02/2021,28/03/2021,8030,1,1,08/04/2021,41,11
United States,6077-FDQRK,6440354171,01/12/2021,31/12/2021,4441,0,0,19/12/2021,18,0
Russia,5924-UOPGH,6442249090,19/01/2021,18/02/2021,8872,1,0,26/02/2021,38,8
United States,2447-JCFGW,6444186130,04/09/2020,04/10/2020,4471,0,0,30/09/2020,26,0
United States,4460-ZXNDN,6452306428,06/11/2021,06/12/2021,5603,0,0,06/12/2021,30,0
Spain,1168-BEASA,6453395358,06/07/2021,05/08/2021,4975,0,0,24/07/2021,18,0
France,7245-CKNCN,6456711996,26/04/2020,26/05/2020,8499,0,0,14/05/2020,18,0
Russia,7695-NKUXM,6463057288,31/08/2021,30/09/2021,7076,1,0,20/09/2021,20,0
China,5196-TWQXF,6470441610,11/05/2020,10/06/2020,5688,0,0,12/06/2020,32,2
France,1447-YZKCL,6470819411,08/10/2020,07/11/2020,4477,0,0,12/11/2020,35,5
France,5573-KSOIA,6471713415,02/06/2021,02/07/2021,9121,0,0,14/07/2021,42,12
China,2125-HJDLA,6474542050,05/04/2021,05/05/2021,4506,0,0,05/05/2021,30,0
France,7938-EVASK,2613739780,17/03/2021,16/04/2021,7805,1,0,04/05/2021,48,18
China,0379-NEVHP,6478764177,04/10/2021,03/11/2021,6472,0,0,26/10/2021,22,0
China,2676-DZINU,6481259640,27/10/2021,26/11/2021,5368,0,0,08/11/2021,12,0
France,4640-FGEJI,7369923093,24/03/2021,23/04/2021,9733,1,1,10/05/2021,47,17
China,7841-HROAQ,6484297273,25/04/2020,25/05/2020,7390,0,0,16/05/2020,21,0
Russia,3568-JJMFW,6495779635,11/10/2020,10/11/2020,8928,1,0,07/11/2020,27,0
Russia,5613-UHVMG,6502176136,29/03/2020,28/04/2020,3003,1,0,21/05/2020,53,23
Spain,8690-EEBEO,6504376538,24/08/2020,23/09/2020,4639,0,0,28/09/2020,35,5
France,9758-AIEIK,6504473012,18/02/2021,20/03/2021,8056,0,0,03/03/2021,13,0
China,9841-XLGBV,6505128561,07/11/2020,07/12/2020,1785,0,0,02/12/2020,25,0
France,4651-PMEXQ,6511784638,09/04/2021,09/05/2021,8153,0,0,25/04/2021,16,0
China,8820-BLYDZ,6520680737,21/09/2021,21/10/2021,8937,0,0,28/09/2021,7,0
China,2423-QOKIO,6522487147,23/09/2020,23/10/2020,7315,0,0,18/10/2020,25,0
China,6160-HCSFI,6525526692,07/11/2020,07/12/2020,6231,0,0,28/11/2020,21,0
China,2820-XGXSB,6528247418,04/01/2021,03/02/2021,8486,0,0,08/01/2021,4,0
Russia,6004-KITZM,6530836489,19/11/2020,19/12/2020,5495,0,0,05/12/2020,16,0
China,6632-CGYHU,6534753348,10/08/2021,09/09/2021,6061,0,0,22/08/2021,12,0
China,7209-MDWKR,6536896937,08/04/2020,08/05/2020,7428,0,0,10/05/2020,32,2
United States,0625-TNJFG,6541040836,24/08/2020,23/09/2020,4620,0,0,17/09/2020,24,0
China,5196-TWQXF,6545436181,24/07/2021,23/08/2021,4804,0,0,15/08/2021,22,0
France,4632-QZOKX,2748256708,25/03/2021,24/04/2021,6432,1,1,25/04/2021,31,1
France,5164-VMYWJ,9858844250,27/03/2021,26/04/2021,12631,1,1,06/05/2021,40,10
France,5164-VMYWJ,7545656006,28/03/2021,27/04/2021,8373,1,0,06/05/2021,39,9
Spain,9883-SDWFS,6552135455,21/07/2021,20/08/2021,5688,1,0,27/08/2021,37,7
France,2621-XCLEH,97717897,31/03/2021,30/04/2021,7093,1,0,25/05/2021,55,25
Spain,8690-EEBEO,6555357057,09/09/2020,09/10/2020,10279,0,0,23/10/2020,44,14
Spain,9286-VLKMI,6556553111,28/02/2021,30/03/2021,3613,0,0,03/03/2021,3,0
Spain,9460-VAZGD,6556605926,22/12/2020,21/01/2021,5082,0,0,09/01/2021,18,0
France,8976-AMJEO,6559779926,14/09/2021,14/10/2021,6675,0,0,05/10/2021,21,0
United States,7758-WKLVM,6569769457,04/07/2021,03/08/2021,5512,0,0,02/08/2021,29,0
United States,2447-JCFGW,6571920928,23/08/2021,22/09/2021,4763,0,0,17/09/2021,25,0
Russia,6004-KITZM,6578598443,21/03/2021,20/04/2021,5433,0,0,09/04/2021,19,0
China,0379-NEVHP,6579967070,06/11/2021,06/12/2021,5956,0,0,17/11/2021,11,0
France,8976-AMJEO,3865457806,03/04/2021,03/05/2021,9034,1,0,19/05/2021,46,16
France,5164-VMYWJ,6590705536,23/03/2021,22/04/2021,5954,0,0,11/04/2021,19,0
Spain,9883-SDWFS,6595838571,04/11/2021,04/12/2021,4088,0,0,27/11/2021,23,0
China,3569-VJWXS,6604379824,24/05/2021,23/06/2021,6184,0,0,06/06/2021,13,0
France,7600-OISKG,6969986224,11/04/2021,11/05/2021,5908,1,1,19/05/2021,38,8
United States,3993-QUNVJ,6609044576,08/07/2020,07/08/2020,4748,0,0,01/08/2020,24,0
China,3598-DNURW,6610467625,01/02/2020,02/03/2020,8413,0,0,19/02/2020,18,0
Russia,8887-NCUZC,6612036759,01/06/2020,01/07/2020,3427,0,0,01/07/2020,30,0
Spain,8690-EEBEO,6612984395,22/03/2020,21/04/2020,6410,0,0,26/04/2020,35,5
United States,3993-QUNVJ,6614325540,20/03/2021,19/04/2021,6332,1,0,15/04/2021,26,0
Russia,7695-NKUXM,6624530768,17/08/2020,16/09/2020,5522,1,0,14/09/2020,28,0
China,2820-XGXSB,6626163507,11/02/2020,12/03/2020,6487,0,0,14/02/2020,3,0
Spain,9286-VLKMI,6630363984,18/10/2020,17/11/2020,5368,0,0,28/10/2020,10,0
China,0187-ERLSR,6637423646,25/05/2021,24/06/2021,5359,0,0,02/06/2021,8,0
China,8820-BLYDZ,6639236295,03/02/2021,05/03/2021,6075,0,0,13/02/2021,10,0
United States,7050-KQLDO,6640953472,14/09/2021,14/10/2021,5588,0,0,01/10/2021,17,0
France,1447-YZKCL,6655280733,16/01/2021,15/02/2021,7075,0,0,06/02/2021,21,0
United States,5592-UQXSS,6656581289,14/11/2020,14/12/2020,6003,0,0,12/12/2020,28,0
Russia,5613-UHVMG,6659854030,04/02/2020,05/03/2020,7504,0,0,07/03/2020,32,2
United States,9323-NDIOV,6662053878,21/09/2021,21/10/2021,6147,0,0,21/10/2021,30,0
France,9117-LYRCE,1463367901,14/04/2021,14/05/2021,4560,1,1,08/06/2021,55,25
United States,0465-DTULQ,6674900941,20/10/2021,19/11/2021,4607,0,0,10/11/2021,21,0
Russia,5613-UHVMG,6678784921,19/10/2020,18/11/2020,7437,0,0,15/11/2020,27,0
United States,3831-FXWYK,6681774550,28/04/2021,28/05/2021,6723,0,0,23/05/2021,25,0
United States,4460-ZXNDN,6685297571,29/05/2021,28/06/2021,10106,1,0,25/07/2021,57,27
Russia,5924-UOPGH,6685760751,28/08/2021,27/09/2021,7119,1,0,25/09/2021,28,0
United States,7758-WKLVM,6687811896,06/06/2021,06/07/2021,6374,0,0,25/07/2021,49,19
Spain,0688-XNJRO,6689193712,11/02/2020,12/03/2020,2722,0,0,15/03/2020,33,3
United States,2447-JCFGW,6712328426,19/09/2020,19/10/2020,3362,0,0,10/10/2020,21,0
Spain,7654-DOLHO,6712873885,16/03/2020,15/04/2020,3375,0,0,15/04/2020,30,0
China,8156-PCYBM,6713223940,05/07/2020,04/08/2020,5553,0,0,30/07/2020,25,0
United States,7758-WKLVM,6714694728,05/11/2020,05/12/2020,4161,1,0,30/12/2020,55,25
United States,2447-JCFGW,6719635094,22/02/2021,24/03/2021,4956,0,0,22/03/2021,28,0
Russia,2824-HJQPP,6723004451,21/05/2020,20/06/2020,6020,0,0,20/06/2020,30,0
Spain,7654-DOLHO,6726677387,19/09/2021,19/10/2021,5016,0,0,24/10/2021,35,5
China,7841-HROAQ,6727591183,13/12/2020,12/01/2021,7300,0,0,04/01/2021,22,0
China,2125-HJDLA,6732317450,23/10/2021,22/11/2021,6204,0,0,06/12/2021,44,14
France,5284-DJOZO,3515319067,16/04/2021,16/05/2021,8874,1,1,06/05/2021,20,0
Russia,8887-NCUZC,6734044490,05/07/2021,04/08/2021,1315,0,0,01/08/2021,27,0
France,5164-VMYWJ,4865860838,16/04/2021,16/05/2021,5257,1,0,19/05/2021,33,3
France,9771-QTLGZ,1714365400,21/04/2021,21/05/2021,4038,1,0,08/05/2021,17,0
France,9725-EZTEJ,6741751706,17/03/2021,16/04/2021,9622,0,0,30/03/2021,13,0
United States,9323-NDIOV,6746571543,25/04/2021,25/05/2021,4362,0,0,19/05/2021,24,0
Spain,1408-OQZUE,6753688990,16/01/2021,15/02/2021,6139,0,0,05/02/2021,20,0
United States,9323-NDIOV,6759921255,08/10/2021,07/11/2021,6918,0,0,02/11/2021,25,0
France,9322-YCTQO,6762807531,05/10/2020,04/11/2020,9791,0,0,08/11/2020,34,4
China,5529-TBPGK,6780577164,09/09/2020,09/10/2020,7534,0,0,10/10/2020,31,1
China,5920-DPXLN,6784166467,20/07/2020,19/08/2020,6357,0,0,17/08/2020,28,0
Spain,9286-VLKMI,6791824606,25/09/2021,25/10/2021,3945,0,0,30/09/2021,5,0
United States,5592-UQXSS,6791929008,02/02/2020,03/03/2020,4492,0,0,10/03/2020,37,7
Spain,0688-XNJRO,6793125916,14/12/2020,13/01/2021,4086,1,0,14/01/2021,31,1
France,0783-PEPYR,6805978922,08/01/2020,07/02/2020,6392,0,0,20/02/2020,43,13
Russia,5924-UOPGH,6810105370,11/01/2021,10/02/2021,9282,0,0,31/01/2021,20,0
Russia,8887-NCUZC,6813183069,01/06/2020,01/07/2020,3441,0,0,06/07/2020,35,5
Russia,5924-UOPGH,6814227281,21/04/2020,21/05/2020,9682,0,0,09/05/2020,18,0
China,9841-XLGBV,6816625096,10/06/2020,10/07/2020,4752,0,0,08/07/2020,28,0
Spain,1168-BEASA,6826164955,21/04/2021,21/05/2021,5165,0,0,13/05/2021,22,0
Russia,8887-NCUZC,6830035207,26/09/2021,26/10/2021,3145,1,0,04/11/2021,39,9
France,0783-PEPYR,9582586663,22/04/2021,22/05/2021,3311,1,0,12/06/2021,51,21
Spain,7372-CESLR,6843062937,16/02/2020,17/03/2020,4745,0,0,17/03/2020,30,0
China,9014-WENVB,6844525193,16/10/2020,15/11/2020,5876,0,0,14/11/2020,29,0
United States,7228-LEPPM,6845689075,10/07/2021,09/08/2021,4640,0,0,19/08/2021,40,10
France,7938-EVASK,6846122698,30/05/2020,29/06/2020,6822,0,0,06/07/2020,37,7
United States,5592-UQXSS,6863821110,09/04/2020,09/05/2020,6441,0,0,07/05/2020,28,0
France,7600-OISKG,4355586265,01/05/2021,31/05/2021,5553,1,0,01/06/2021,31,1
China,5920-DPXLN,6870131864,29/09/2021,29/10/2021,4381,0,0,12/10/2021,13,0
Spain,1168-BEASA,6873740038,08/04/2020,08/05/2020,4514,0,0,25/04/2020,17,0
Spain,9286-VLKMI,6876100884,14/12/2020,13/01/2021,3671,0,0,25/12/2020,11,0
China,5196-TWQXF,6878013470,28/09/2020,28/10/2020,5110,0,0,17/10/2020,19,0
United States,4460-ZXNDN,6878680146,07/11/2021,07/12/2021,5284,0,0,30/11/2021,23,0
China,5920-DPXLN,6879549553,17/01/2021,16/02/2021,4755,0,0,02/02/2021,16,0
Russia,5148-SYKLB,6882106680,12/02/2020,13/03/2020,6943,0,0,04/03/2020,21,0
Russia,6627-ELFBK,6884520592,22/11/2021,22/12/2021,4489,0,0,27/12/2021,35,5
Spain,7654-DOLHO,6885613614,20/04/2020,20/05/2020,3301,0,0,12/05/2020,22,0
United States,3993-QUNVJ,6892063887,18/04/2021,18/05/2021,5844,0,0,26/04/2021,8,0
France,4640-FGEJI,6895920102,31/05/2020,30/06/2020,6513,0,0,27/06/2020,27,0
China,8820-BLYDZ,6895927608,16/01/2020,15/02/2020,7837,0,0,23/01/2020,7,0
France,4632-QZOKX,6551061352,06/05/2021,05/06/2021,4983,1,1,11/06/2021,36,6
United States,2026-XLBER,6902670844,12/06/2021,12/07/2021,4405,0,0,28/06/2021,16,0
United States,2026-XLBER,6904628715,24/11/2020,24/12/2020,6507,0,0,03/12/2020,9,0
China,2820-XGXSB,6906890052,26/12/2020,25/01/2021,7214,0,0,08/01/2021,13,0
United States,7050-KQLDO,6915911592,22/01/2021,21/02/2021,4312,0,0,03/02/2021,12,0
Russia,8102-ABPKQ,6922423741,25/01/2020,24/02/2020,6692,1,0,12/03/2020,47,17
Russia,2824-HJQPP,6926621731,03/11/2021,03/12/2021,6467,0,0,16/11/2021,13,0
United States,0625-TNJFG,6929479378,20/03/2020,19/04/2020,2708,0,0,11/04/2020,22,0
China,2676-DZINU,6932718624,16/02/2020,17/03/2020,7279,0,0,07/03/2020,20,0
United States,9149-MATVB,6937126139,06/07/2020,05/08/2020,5274,0,0,05/08/2020,30,0
France,4632-QZOKX,2207769609,07/05/2021,06/06/2021,5022,1,0,06/06/2021,30,0
United States,2447-JCFGW,6946879920,04/11/2020,04/12/2020,3749,0,0,23/11/2020,19,0
Spain,9286-VLKMI,6950783855,21/03/2020,20/04/2020,8813,1,0,06/04/2020,16,0
Russia,2824-HJQPP,6959096166,27/06/2021,27/07/2021,5534,0,0,20/07/2021,23,0
Spain,9883-SDWFS,6959534505,15/11/2020,15/12/2020,1036,0,0,08/12/2020,23,0
France,5284-DJOZO,6960019922,21/07/2020,20/08/2020,7958,0,0,29/07/2020,8,0
United States,2026-XLBER,6961910816,26/08/2021,25/09/2021,5978,1,0,21/09/2021,26,0
United States,2447-JCFGW,6964839828,26/06/2020,26/07/2020,6812,0,0,23/07/2020,27,0
China,5920-DPXLN,6965323270,23/02/2021,25/03/2021,5898,0,0,12/03/2021,17,0
France,7600-OISKG,706375400,12/05/2021,11/06/2021,5499,1,0,15/06/2021,34,4
China,7329-TWKLF,6970184838,28/08/2021,27/09/2021,8128,0,0,22/09/2021,25,0
Spain,9286-VLKMI,6974701547,27/09/2020,27/10/2020,1422,0,0,04/10/2020,7,0
United States,4460-ZXNDN,6984488539,21/03/2021,20/04/2021,8443,1,0,20/05/2021,60,30
Russia,2824-HJQPP,6985831527,22/10/2021,21/11/2021,6672,0,0,10/11/2021,19,0
France,4092-ZAVRG,6988048839,05/06/2020,05/07/2020,7160,0,0,06/06/2020,1,0
Russia,7695-NKUXM,6998465986,14/02/2020,15/03/2020,3005,0,0,21/02/2020,7,0
Spain,9883-SDWFS,7005945991,23/04/2021,23/05/2021,3275,0,0,26/05/2021,33,3
Russia,2824-HJQPP,7008503597,02/01/2021,01/02/2021,5066,0,0,24/01/2021,22,0
United States,0706-NRGUP,7009543833,03/08/2020,02/09/2020,2338,0,0,03/09/2020,31,1
France,4640-FGEJI,3960704578,12/05/2021,11/06/2021,10016,1,0,22/06/2021,41,11
China,5920-DPXLN,7022807641,03/03/2020,02/04/2020,6117,0,0,29/03/2020,26,0
Russia,5613-UHVMG,7032806438,14/02/2020,15/03/2020,4666,0,0,27/03/2020,42,12
France,6048-QPZCF,2014191611,17/05/2021,16/06/2021,7672,1,0,06/06/2021,20,0
China,7329-TWKLF,7043895839,02/05/2020,01/06/2020,12076,0,0,24/05/2020,22,0
United States,7260-ZHAKS,7050267416,21/08/2021,20/09/2021,6816,0,0,11/09/2021,21,0
China,9841-XLGBV,7056189326,20/05/2020,19/06/2020,5381,0,0,17/06/2020,28,0
United States,0625-TNJFG,7056862793,07/07/2021,06/08/2021,6803,0,0,01/08/2021,25,0
United States,7856-ODQFO,7059816083,08/09/2021,08/10/2021,3800,1,0,02/10/2021,24,0
United States,9928-IJYBQ,7074243715,03/09/2021,03/10/2021,6929,0,0,04/10/2021,31,1
Russia,3271-HYHDN,7074598959,06/04/2021,06/05/2021,4225,0,0,11/04/2021,5,0
France,8389-TCXFQ,7076480298,18/05/2021,17/06/2021,5153,0,0,03/06/2021,16,0
Russia,5924-UOPGH,7083555556,31/05/2020,30/06/2020,8426,0,0,09/06/2020,9,0
Russia,9181-HEKGV,7084470394,01/06/2021,01/07/2021,8153,1,0,13/07/2021,42,12
France,7938-EVASK,7085238926,13/08/2021,12/09/2021,6332,0,0,11/09/2021,29,0
Russia,8102-ABPKQ,7091388946,12/02/2021,14/03/2021,6030,1,0,06/04/2021,53,23
Spain,8942-ERSWK,7091811282,18/08/2020,17/09/2020,1518,0,0,25/08/2020,7,0
China,5196-TWQXF,7092718520,02/12/2020,01/01/2021,5017,0,0,24/12/2020,22,0
Spain,7654-DOLHO,7093044151,25/01/2021,24/02/2021,708,0,0,19/02/2021,25,0
Russia,2824-HJQPP,7096221227,02/09/2021,02/10/2021,6659,0,0,03/10/2021,31,1
China,7329-TWKLF,7097948653,09/01/2020,08/02/2020,5686,0,0,27/01/2020,18,0
China,0709-LZRJV,7100218787,23/07/2021,22/08/2021,6189,0,0,10/08/2021,18,0
France,5573-KSOIA,4900239305,17/05/2021,16/06/2021,9888,1,0,04/07/2021,48,18
Spain,7654-DOLHO,7108337906,03/07/2021,02/08/2021,1712,0,0,01/08/2021,29,0
United States,6831-FIODB,7115348997,23/11/2021,23/12/2021,4747,0,0,12/12/2021,19,0
China,3569-VJWXS,7117238418,03/03/2020,02/04/2020,3626,0,0,28/03/2020,25,0
France,7938-EVASK,7117316793,17/11/2020,17/12/2020,6217,0,0,04/01/2021,48,18
Spain,1408-OQZUE,7127477711,25/11/2021,25/12/2021,4108,0,0,02/01/2022,38,8
China,2676-DZINU,7133128659,09/09/2021,09/10/2021,4852,0,0,19/09/2021,10,0
France,4651-PMEXQ,7138243506,26/04/2020,26/05/2020,9676,0,0,24/05/2020,28,0
United States,6077-FDQRK,7142055006,07/03/2021,06/04/2021,5660,1,0,01/04/2021,25,0
United States,7856-ODQFO,7152404667,13/01/2021,12/02/2021,5660,1,0,09/02/2021,27,0
Spain,0688-XNJRO,7152757733,16/11/2020,16/12/2020,3939,1,0,03/01/2021,48,18
United States,9149-MATVB,7152768721,21/08/2021,20/09/2021,8185,0,0,08/09/2021,18,0
United States,6077-FDQRK,7166848125,25/09/2021,25/10/2021,5245,0,0,12/10/2021,17,0
France,1447-YZKCL,7167433652,08/02/2020,09/03/2020,4847,0,0,18/03/2020,39,9
Spain,6391-GBFQJ,7170674351,09/09/2021,09/10/2021,796,0,0,22/09/2021,13,0
China,8156-PCYBM,7171739266,14/02/2020,15/03/2020,7647,0,0,28/03/2020,43,13
China,8820-BLYDZ,7175346419,01/04/2020,01/05/2020,10070,0,0,16/04/2020,15,0
Russia,6004-KITZM,7176685266,10/03/2020,09/04/2020,7599,0,0,01/04/2020,22,0
Spain,9460-VAZGD,7186710473,28/03/2021,27/04/2021,5557,0,0,19/04/2021,22,0
France,8976-AMJEO,7190128567,29/12/2020,28/01/2021,8393,0,0,18/01/2021,20,0
China,5920-DPXLN,7197069769,27/02/2020,28/03/2020,4875,0,0,19/03/2020,21,0
United States,5592-UQXSS,7197991217,26/03/2021,25/04/2021,4898,0,0,21/04/2021,26,0
Russia,7946-HJDUR,7200684326,21/10/2021,20/11/2021,5521,0,0,06/11/2021,16,0
United States,0625-TNJFG,7203564937,21/11/2021,21/12/2021,9248,0,0,12/12/2021,21,0
China,3569-VJWXS,7210230347,10/06/2020,10/07/2020,4389,1,0,12/07/2020,32,2
Russia,3568-JJMFW,7211101726,28/08/2020,27/09/2020,7943,1,1,12/09/2020,15,0
China,0187-ERLSR,7214076449,16/06/2020,16/07/2020,6447,1,0,04/07/2020,18,0
Russia,9181-HEKGV,7214943606,21/04/2020,21/05/2020,8836,1,0,12/06/2020,52,22
Spain,9883-SDWFS,7217104959,10/04/2020,10/05/2020,2099,1,0,20/05/2020,40,10
China,2820-XGXSB,7218524698,17/03/2020,16/04/2020,8015,0,0,23/03/2020,6,0
United States,5592-UQXSS,7218542419,15/10/2020,14/11/2020,4664,0,0,08/11/2020,24,0
France,7600-OISKG,1933976534,19/05/2021,18/06/2021,5999,1,1,17/06/2021,29,0
China,9014-WENVB,7237340902,03/02/2020,04/03/2020,6848,0,0,05/03/2020,31,1
China,2676-DZINU,7244293293,16/10/2020,15/11/2020,6958,0,0,30/10/2020,14,0
France,5284-DJOZO,321937283,25/05/2021,24/06/2021,7285,1,0,08/06/2021,14,0
